	markdown_path	ds	markdown_snippet	snippet_type
75	agenda_markdowns/2024_09_04_HESS_agenda.md	2024-09-04	"7. PUBLIC REVIEW and COMMITTEE ACTIONS:

   For Recommendation to the [NY State Liquor Authority (SLA)](https://sla.ny.gov/)

   - a. 18 Columbia Place

     Nako LLC

     [WBC application](https://drive.google.com/file/d/1BXE4KfPDzr_TNUI_eflOyo3mCXy_I-4s/view?usp=drive_link)

   - b. [210 Livingston](https://maps.app.goo.gl/C1bsJajYgrKXwuHB8)

     Yakiniku Hiro

     [LWBC application](https://drive.google.com/file/d/150BSKbEg6ZNbm2CS5dhUgIuAJVs-PzNY/view?usp=drive_link)

   - c. [499 Myrtle](https://www.google.com/maps/place/499+Myrtle+Ave,+Brooklyn,+NY+11205/@40.693703,-73.9677397,17z/data=!3m1!4b1!4m6!3m5!1s0x89c25bc0ac4e755b:0x933ecd8d99022e99!8m2!3d40.693699!4d-73.9651648!16s%2Fg%2F11b8v5ssnv?entry=ttu)

     Neno's Gourmet Mexican

     [LWBC application](https://drive.google.com/file/d/1HT4JbkxMPl7MJN903K0VxZ_FOjTIHgbM/view?usp=drive_link)

   - d. [271 Adelphi](https://maps.app.goo.gl/VhhV7t43hXAnFFLf7)

     Mango Bay Caribbean

     [LWBC application](https://drive.google.com/file/d/1D24jqD-glshcUq5d1_oCeGY00Zt9DSNM/view?usp=drive_link)

   - e. [39 Clifton](https://maps.app.goo.gl/Wh4YbtsXdp9DdrtU8)

     Cachette

     [LWBC application](https://drive.google.com/file/d/1MknCZVlqZLkxMK33OQocOsF-THw32UHn/view?usp=drive_link)

   - f. [274 Hall](https://www.google.com/maps/place/274+Hall+St,+Brooklyn,+NY+11205/@40.690056,-73.9651713,16z/data=!4m16!1m9!3m8!1s0x89c25bb9332a85cd:0x70549ce83af6fea0!2s274+Hall+St,+Brooklyn,+NY+11205!3b1!8m2!3d40.6900427!4d-73.9654379!10e5!16s%2Fg%2F11c3q4j9j4!3m5!1s0x89c25bb9332a85cd:0x70549ce83af6fea0!8m2!3d40.6900427!4d-73.9654379!16s%2Fg%2F11c3q4j9j4?entry=ttu)

     Dinner Party Restaurant

     [LWBC application](https://drive.google.com/file/d/1tjDX3OFdIsx_Raj26k6YCRVnZZYvAe2i/view?usp=drive_link)

   - g. [141 Nevins](https://maps.app.goo.gl/bBxpJBfuMJHyp1YZ7)

     Luisa Capital LLC

     [LWBC application](https://drive.google.com/file/d/1hQsVw5y1G6VkjNyIlN5IiffZbLxXfiFe/view?usp=drive_link)

   No details submitted; Automatic Stipulations recommended

   - h. [Pier 6 NW Berth](https://www.google.com/maps/search/Brooklyn+Bridge+Park+Pier+6+NW/@40.6928537,-74.0046186,17z/data=!3m1!4b1?entry=ttu)

     Pilot

     ALT - no details submitted

   - i. [139 Flatbush](https://www.google.com/maps/place/139+Flatbush+Ave,+Brooklyn,+NY+11217/@40.6847573,-73.9800893,17z/data=!3m1!4b1!4m6!3m5!1s0x89c25badfa39bb07:0xabf351fba289047c!8m2!3d40.6847533!4d-73.9775144!16s%2Fg%2F11t6vgklhg?entry=ttu)

     Chuck E. Cheese's

     WBC - no details

   - j. [151 Montague](https://www.google.com/maps/place/151+Montague+St,+Brooklyn,+NY+11201/@40.6947332,-73.9981313,17z/data=!3m1!4b1!4m6!3m5!1s0x89c25a48f557e5d9:0xb22ae83db14a3ec3!8m2!3d40.6947292!4d-73.9932604!16s%2Fg%2F11b8v42ynv?entry=ttu)

     Prosperity Wealth LLC

     LWBC - no details

   - k. [222 Greene](https://maps.app.goo.gl/yF23eEgXZPdfZLqj8)

     Taylormade Jamaican

     LWBC - no details

   - l. [63 Flushing](https://www.google.com/maps/place/63+Flushing+Ave,+Brooklyn,+NY+11201/@40.6984026,-73.9797732,17z/data=!3m1!4b1!4m6!3m5!1s0x89c25bc8bf2728ff:0xd4fff808687146c6!8m2!3d40.6983986!4d-73.9749023!16s%2Fg%2F11fx0pg36p?entry=ttu)

     NG Events LLC

     LWBC - no details

   Withdrawn; Laid Over

   m. [455 Myrtle](https://maps.app.goo.gl/V1NznNc9nALPNKBBA)

      Rosticceria Evelina

      ALT - no details

   n. [224 Dekalb](https://maps.app.goo.gl/3zgDwzJ53HykyJCX6)

      Marlinspike Hall LLC

      WBC - no details

   - o. [224 Dekalb](https://maps.app.goo.gl/3zgDwzJ53HykyJCX6)

     Marlinspike Hall LLC

     (also) LWBC - no details"	Snippet
76	agenda_markdowns/2024_10_02_HESS_agenda.md	2024-10-02	"[Health, Environment & Social Services Committee](https://cbbrooklyn.cityofnewyork.us/cb2/all-committees/health-environment-social-services/)

Committee

Members:

Brandon Smith (Chair), Nicole McKnight (Vice Chair), Jessica Thurston (Secretary), Emily Anadu, Alvin Browne, Akosua Cobb, Monique Cumberbatch, Kyiesha Kelly, Jeffrey Ryan, Alejandro Varela

The next meeting of the Committee will be held as follows:"	Snippet
77	agenda_markdowns/2024_10_02_HESS_agenda.md	2024-10-02	"5. PUBLIC PRESENTATION and Q&A:

   [Fort Greene Council (FGC)](https://www.fortgreenecouncil.org/)

   Informational; no Board Action requested - [presentation](https://drive.google.com/file/d/1AOdB67xy_yACxLda68nHhnsAoqY0YFZm/view?usp=drive_link)

   Septimus Fletcher, Director for Grace Agard Older Adult Club (FGC) Timothy Ruffin, Director for Willoughby Older Adult Club (FGC)

   [Fort Greene Council, Inc. (FGC)](https://www.fortgreenecouncil.org/) is a 501(c)3 not-for-profit organization established in 1973 and incorporated in 1974. The Council provides services at several life cycle stages, beginning with early childhood programs and continuing with programs for older adults. FGC operates 14 Older Adult Clubs in 7 Brooklyn Community Districts, and 1 educationally advanced child education center, Young Minds UPK-4.

B. Smith"	Snippet
78	agenda_markdowns/2024_10_02_HESS_agenda.md	2024-10-02	"6. PUBLIC REVIEW and COMMITTEE ACTION:

   For Recommendation to the [NYS Office of Addiction Services & Supports](https://oasas.ny.gov/)

   [101 Willoughby](https://maps.app.goo.gl/oQQjZfRBpEjkraW96)

   [Sands House](https://sands-house-inc.ueniweb.com/)

   application - 2nd review of lease details"	Snippet
79	agenda_markdowns/2024_10_02_HESS_agenda.md	2024-10-02	"7. PUBLIC REVIEW and COMMITTEE ACTIONS:

   For Recommendation to the [NY State Liquor Authority (SLA)](https://sla.ny.gov/)

   a. 995A Fulton Fastlife Pizza LLC [WBC application](https://drive.google.com/file/d/1d72-dc-V9aETHVcb7hSRYLF5sCvciVpS/view?usp=drive_link)

   b. [39 Clifton](https://maps.app.goo.gl/Wh4YbtsXdp9DdrtU8)

      Cachette

      [LWBC application](https://drive.google.com/file/d/1_39JtUfvE6DdKznTs7T6kVaXz5l6UO8b/view?usp=drive_link) - 3rd revision

   c. [63 Flushing](https://www.google.com/maps/place/63+Flushing+Ave,+Brooklyn,+NY+11201/@40.6984026,-73.9797732,17z/data=!3m1!4b1!4m6!3m5!1s0x89c25bc8bf2728ff:0xd4fff808687146c6!8m2!3d40.6983986!4d-73.9749023!16s%2Fg%2F11fx0pg36p?entry=ttu) NG Events LLC

      LWBC application

      No operating details submitted; Automatic Stipulations recommended

   d. 85 Flatbush Hersha Hospitality LWBC - new Representative

   e. [56 Adams](https://maps.app.goo.gl/QmQydM9o8KT3AHLJ6)

      Malka Dumbo LLC LWBC - laid over at applicant request"	Snippet
80	agenda_markdowns/2024_11_06_HESS_agenda.md	2024-11-06	"[Health, Environment & Social Services Committee](https://cbbrooklyn.cityofnewyork.us/cb2/all-committees/health-environment-social-services/)

Committee

Members:

Brandon Smith (Chair), Nicole McKnight (Vice Chair),

Jessica Thurston (Secretary), Emily Anadu, Alvin Browne, Akosua Cobb, Monique Cumberbatch, Kyiesha Kelly, Jeffrey Ryan

The next meeting of the Committee will be held as follows:"	Snippet
81	agenda_markdowns/2024_11_06_HESS_agenda.md	2024-11-06	"5. **PUBLIC REVIEW and COMMITTEE ACTION:**

   For Recommendation to [NY State Office of Cannabis Management (OCM)](https://cannabis.ny.gov/)

   [67 Jay](https://maps.app.goo.gl/wLvDrPZuenzBm6WD8)

   Mad City Canna LLC

   application"	Snippet
82	agenda_markdowns/2024_11_06_HESS_agenda.md	2024-11-06	"6. **PUBLIC REVIEW and COMMITTEE ACTIONS:**

   For Recommendation to the [NY State Liquor Authority (SLA)](https://sla.ny.gov/)

   a. [31 Rockwell](https://maps.app.goo.gl/8vGXFgULxK9VwL8eA)

      St. James Selections

      [LWBC application](https://drive.google.com/file/d/1e0QFx7XQrOqbV5SuFvNR1MirJRF39DOi/view?usp=drive_link)

   b. [56 Adams](https://maps.app.goo.gl/QmQydM9o8KT3AHLJ6)

      Malka Dumbo LLC

      [LWBC application](https://drive.google.com/file/d/1ZRljL7SUr2BWfVnxBV13WzzJ_9DbYF2g/view?usp=drive_link)

   **No details submitted; Automatic Stipulations recommended**

   c. [117 Adams](https://maps.app.goo.gl/Ft4PrhdgYeRpJxyf6)

      El Gallo Taqueria

      LWBC-no details submitted

   **Requirements met for an Automatic Waiver issued by the District Office**

   d. [711 Fulton](https://maps.app.goo.gl/9kRNzBc6is7FZJ5q7)

      Kofee

      WBC-[Early Closure](https://drive.google.com/file/d/187EYXwt4OyWrnwHsykNkcyz-Fju1bjh_/view?usp=drive_link)"	Snippet
83	agenda_markdowns/2024_12_04_HESS_agenda.md	2024-12-04	"<!-- image -->

<!-- image -->

<!-- image -->

<!-- image -->"	Snippet
84	agenda_markdowns/2024_12_04_HESS_agenda.md	2024-12-04	"[Health, Environment & Social Services Committee](https://cbbrooklyn.cityofnewyork.us/cb2/all-committees/health-environment-social-services/)

Committee Members:

Brandon Smith (Chair), Nicole McKnight (Vice Chair), Jessica Thurston (Secretary), Emily Anadu, Alvin Browne, Akosua Cobb, Monique Cumberbatch, Kyiesha Kelly, Jeffrey Ryan

The next meeting of the Committee will be held as follows:"	Snippet
85	agenda_markdowns/2024_12_04_HESS_agenda.md	2024-12-04	"5. PUBLIC REVIEW and COMMITTEE ACTION:

   For Recommendation to the [NY State Office of Addiction Services & Supports (OASAS)](https://oasas.ny.gov/)

   Elevate Point - [application](https://drive.google.com/file/d/1VoTmhorfrszBkIkQKbYuFpVeoOYtb0ns/view?usp=drive_link)

   Joel Samuel, Founder & CEO

   Dr. Joseph Nissenfeld, Medical Director & Partner

   Elevate Point is a Behavioral Health Outpatient Program located at [203 Jay St](https://maps.app.goo.gl/8rQRKDbd1yAV7vmA7): 'Our mission is to provide compassionate, high-quality care for individuals facing mental health and substance use challenges. By integrating cutting-edge treatments with evidence-based clinical practices, we focus on complete healing and sustainable recovery. Elevate Point serves patients of all ages, with a special emphasis on adolescents, offering culturally sensitive, trauma-informed services in multiple languages. We strive to foster a healthier community where individuals don't just survive—they thrive.'

   B. Smith"	Snippet
86	agenda_markdowns/2024_12_04_HESS_agenda.md	2024-12-04	"6. PUBLIC REVIEW and COMMITTEE ACTIONS:

   No details submitted; Automatic Stipulations recommended

   a. [88 Livingston](https://maps.app.goo.gl/51yoprtKU8DreWo99)

      Next Stop Vegan

      WBC-no details submitted

   b. [441 Myrtle](https://maps.app.goo.gl/KsgSMMuV4aPn8SWFA)

      Spice Grill

      WBC-no details submitted

   c. [20 Old Fulton](https://maps.app.goo.gl/9JQLSaw6eiPh9RP8A)

      Ai Dining

      LWBC-no details submitted

   d. [176 Smith](https://maps.app.goo.gl/hUffJ1qrm8obe1VMA)

      Xochitl Taqueria

      LWBC-no details submitted"	Snippet
87	agenda_markdowns/2024_12_04_HESS_agenda.md	2024-12-04	"Eligible for Automatic Waiver of Local Review by District office

   i. [21 Clark](https://maps.app.goo.gl/zXAekPjt7z7JLN3b7)

      Discovery NY

      [LWBC-Umbrella Operator](https://drive.google.com/file/d/1Up0xVRUJy98qiMXmk87tGDVtjDZmjuTz/view?usp=drive_link)"	Snippet
88	agenda_markdowns/2024_12_04_HESS_agenda.md	2024-12-04	"Withdrawn by Applicant/Representative; Laid Over

| j.   | [192 Duffield](https://maps.app.goo.gl/Xqze8RovMiFnP7wg9)   | Little Pizza Parlor   | CHANGE-no details submitted   |
|------|----------------|-----------------------|-------------------------------|
| k.   | [82 Washington](https://maps.app.goo.gl/uAMXzQaGigd1obNv6)  | Le Petit Monstre      | CLASS-no details submitted    |"	Snippet
89	agenda_markdowns/2025_01_07_HESS_agenda.md	2025-01-07	"[Health, Environment & Social Services Committee](https://cbbrooklyn.cityofnewyork.us/cb2/all-committees/health-environment-social-services/)

Committee

Members:

Brandon Smith (Chair), Nicole McKnight (Vice Chair),

Jessica Thurston (Secretary), Emily Anadu, Alvin Browne, Akosua Cobb, Monique Cumberbatch, Kyiesha Kelly, Jeffrey Ryan

The next meeting of the Committee will be held as follows:"	Snippet
90	agenda_markdowns/2025_01_07_HESS_agenda.md	2025-01-07	"5. PUBLIC REVIEW and COMMITTEE ACTION:

   For Recommendation to [NY State Office of Cannabis Management (OCM)](https://cannabis.ny.gov/)

   - a. [64 Henry](https://maps.app.goo.gl/Q4T9Rtc7S7erH9Vg9)

     High of Brooklyn, LLC

     [application](https://drive.google.com/file/d/1z-ptBIHFEWtdWkwlkUltITLiZUaoO1Lj/view?usp=drive_link)"	Snippet
91	agenda_markdowns/2025_01_07_HESS_agenda.md	2025-01-07	"6. PUBLIC REVIEW and COMMITTEE ACTIONS:

   For Recommendation to the [NY State Liquor Authority (SLA)](https://sla.ny.gov/)

   - a. [415 Myrtle](https://maps.app.goo.gl/UyjUYxE57vdSw2RV8)

     Double Walker Beer LLC

     [LWBC application](https://drive.google.com/file/d/1JwLwxYMMmEYNhdnmO4VfD8IVjYa0SuKR/view?usp=drive_link)

   - b. [82 Washington](https://maps.app.goo.gl/uAMXzQaGigd1obNv6)

     Le Petit Monstre

     [LWBC application](https://drive.google.com/file/d/1GVm-Qe_iKyrbhWv2tMBCgNpXuPVHBYO9/view?usp=drive_link)

   - c. [80 Montague](https://maps.app.goo.gl/sLeUQJ2fvrifKqbDA)

     Wildblume

     [LWBC application/partial](https://drive.google.com/file/d/1hCiY0SITK4ud9EOKabhw5__dcqRg1mLb/view?usp=drive_link)

   - d. [80 Montague](https://maps.app.goo.gl/sLeUQJ2fvrifKqbDA)

     Wildblume

     [WBC application/partial](https://drive.google.com/file/d/1r48T_8uXX2MFTwpe0EZmPLmAojMTXiMb/view?usp=drive_link)

   - e. [228 Dekalb](https://maps.app.goo.gl/693dud7wxgAHP3hv5)

     Sailor

     [Alteration application](https://drive.google.com/file/d/1XqwGZXyxit7MAHo0354FbU3bifQtt4r6/view?usp=drive_link)

   No details submitted; Automatic Stipulations recommended

   - f. 192 Duffield

     Little Pizza Parlor

     CHANGE - [no details submitted](https://cbbrooklyn.cityofnewyork.us/cb2/applicants/state-liquor-licenses/)

   - g. [224 Dekalb](https://maps.app.goo.gl/GuBZPyzECMcZDiJGA)

     Marlinspike Hall LLC

     WBC -

     [no details submitted](https://cbbrooklyn.cityofnewyork.us/cb2/applicants/state-liquor-licenses/)

   - h. 280 Ashland Mito

     LWBC - [no details submitted](https://cbbrooklyn.cityofnewyork.us/cb2/applicants/state-liquor-licenses/)"	Snippet
92	agenda_markdowns/2025_02_04_HESS_agenda.md	2025-02-04	"[Health, Environment & Social Services Committee](https://cbbrooklyn.cityofnewyork.us/cb2/all-committees/health-environment-social-services/)

Committee

Members:

Brandon Smith (Chair), Nicole McKnight (Vice Chair),

Jessica Thurston (Secretary), Emily Anadu, Alvin Browne, Akosua Cobb, Monique Cumberbatch, Kyiesha Kelly, Jeffrey Ryan

The next meeting of the Committee will be held as follows:"	Snippet
93	agenda_markdowns/2025_02_04_HESS_agenda.md	2025-02-04	"5. **PUBLIC REVIEW and COMMITTEE ACTIONS:**

**For Recommendation to the NY State Liquor Authority (SLA)**

   - a. [147 Front](https://maps.app.goo.gl/QWkJWLGc6UUqyfjY8) Pearl Street [WBC application](https://drive.google.com/file/d/1bx-hrEvX4mGpw09LO5Y6mF7T1ZEmgQYW/view?usp=drive_link)
   - b. [192 Duffield](https://maps.app.goo.gl/Xqze8RovMiFnP7wg9) Little Pizza Parlor [SDWLK application](https://drive.google.com/file/d/1YfLO_ZqWfJUlywXw6BtXdcZZvhIGSyix/view?usp=drive_link)
   - c. [222 Greene](https://maps.app.goo.gl/7wuQWeesNiCZmRuF9) Swamp Kitty LLC [LWBC application](https://drive.google.com/file/d/1ezR4PCkWa6JDs7GsD6O8Q6CV6xMGZgRF/view?usp=drive_link)
   - d. [61 Bond](https://maps.app.goo.gl/jSFeUX4SJFCWfbt16) Ace Brooklyn [LWBC application](https://drive.google.com/file/d/1PKPVDiaIQ5s60vlAYmfIQywEec9FRdLt/view?usp=drive_link)
   - e. [11 Adelphi](https://maps.app.goo.gl/SEVmhLeaQUG1iNAw9) Shell's Loft [LWBC application](https://drive.google.com/file/d/1lzDXsrOkqL5qhTj8J0OlouRj10wXj7CU/view?usp=drive_link)
   - f. [70 Hudson](https://maps.app.goo.gl/BUZJyuZ52RpBd6pJ8) Cafe Gitane [CHANGE application](https://drive.google.com/file/d/18OUoJMfZz6nu8wDjGjrW2pejjQtH1Lcp/view?usp=drive_link)

**No details submitted; Automatic Stipulations recommended**

   - g. [224 Atlantic](https://maps.app.goo.gl/7U6GR3HZMDXiUycZA) Enerugi Ramen WBC - no details submitted

**Eligible for Automatic Waiver of Local Review by District office**

   - h. [270 Clermont](https://maps.app.goo.gl/xRyGB3tU2cNKkHU5A) Heretic [WBC application](https://drive.google.com/file/d/1Cf8v8Q-uO3owu1XrX_bMHtA7AoAGmxrz/view?usp=drive_link)

**Voluntarily Withdrawn by The Applicant**

   - i. [72 Clark](https://maps.app.goo.gl/3ueuErFdzRU57Uuq6) Floyd [WBC + LWBC applications](https://drive.google.com/file/d/1IQ_GtTh5qH0NTJ7td_x8LUBsLc-y84R6/view?usp=drive_link)"	Snippet
94	agenda_markdowns/2025_03_04_HESS_agenda.md	2025-03-04	"[Health, Environment & Social Services Committee](https://cbbrooklyn.cityofnewyork.us/cb2/all-committees/health-environment-social-services/)

Committee

Members:

Brandon Smith (Chair), Nicole McKnight (Vice Chair),

Jessica Thurston (Secretary), Emily Anadu, Alvin Browne, Akosua Cobb, Monique Cumberbatch, Kyiesha Kelly, Jeffrey Ryan

The next meeting of the Committee will be held as follows:"	Snippet
95	agenda_markdowns/2025_03_04_HESS_agenda.md	2025-03-04	"5. PUBLIC REVIEW and COMMITTEE ACTIONS:

**For Recommendation to the NY State Liquor Authority (SLA)**

- a. [60 Henry](https://maps.app.goo.gl/yEHqPXc78V6sZkix9) Brooklyn Farm/Binc [SDWLK application](https://drive.google.com/file/d/1xse9yaLUn4NzEWfxBf8NWKAbP2SiI-GZ/view?usp=drive_link)

- b. [364 Atlantic](https://maps.app.goo.gl/dsqpzbnsSUgX2rBh8) Someday Bar NYC [SDWLK application](https://drive.google.com/file/d/1v-GJwkIsjd7UB2JOAd4Ge58pU5NhtbxU/view?usp=drive_link)

- c. [336 State](https://maps.app.goo.gl/i9xpHX6miE8MpEx68) Grand Army [SDWLK application](https://drive.google.com/file/d/1u2EZCnUwUtenUvmYx556nY0cl4TvCeU6/view?usp=drive_link)

- d. [128 Montague](https://maps.app.goo.gl/yee1EGs5ymsciaZW7) Khaosan [WBC application](https://drive.google.com/file/d/10bWHRujzB12aU44tKlpXrqSyfo-cG5aa/view?usp=drive_link)

- e. [14 Grove](https://maps.app.goo.gl/FXWMqrwUrJLyai7H9) 957 Myrtle Broadway [LWBC application](https://drive.google.com/file/d/1tSDc4lbgA8IuZswmcq0CcZ1w6njoWU86/view?usp=drive_link)"	Snippet
96	agenda_markdowns/2025_03_04_HESS_agenda.md	2025-03-04	"Eligible for Automatic Waiver of Local Review by District office

- f. [19 Old Fulton](https://maps.app.goo.gl/t7aPZ6ZwcCFtLQNZ7) Juliana's [CHANGE + SDWLK](https://drive.google.com/file/d/1R1Hj0ENCtO-fcTeikG_blU8BdofLM0xw/view?usp=drive_link) - Early Close

- g. [445 Gold](https://maps.app.goo.gl/HytsZXe1wG1JidWS7) Alamo Drafthouse [LWBC](https://drive.google.com/file/d/1huVt7o5Q8oAR0JsXM3VdTwWy5e6RmTA6/view?usp=drive_link) - Umbrella Operator

- h. [117 Adams](https://maps.app.goo.gl/Ft4PrhdgYeRpJxyf6) El Gallo Taqueria [LWBC](https://drive.google.com/file/d/1-pM6ryt7DEkYOfX3IDWjIKOmt93VbFhw/view?usp=drive_link) - Umbrella Operator

- i. [216 1/2 Greene](https://maps.app.goo.gl/J2YvLHyk6KsxQp5U9) Golden Ratio [LWBC](https://drive.google.com/file/d/1kOTanw5ReGAA3c3onCXVsDaFnRUUc8ZO/view?usp=drive_link) - Previously Approved"	Snippet
97	agenda_markdowns/2025_04_01_HESS_agenda.md	2025-04-01	"[Health, Environment & Social Services Committee](https://cbbrooklyn.cityofnewyork.us/cb2/all-committees/health-environment-social-services/)

Committee  
Brandon Smith (Chair), Nicole McKnight (Vice Chair),  
Members:  
Jessica Thurston (Secretary), Emily Anadu, Alvin Browne, Akosua Cobb, Monique Cumberbatch, Kyiesha Kelly, Jeffrey Ryan

The next meeting of the Committee will be held as follows:"	Snippet
98	agenda_markdowns/2025_04_01_HESS_agenda.md	2025-04-01	"5. PUBLIC DISCUSSION and Q&A:  
   [NYC Dept of Environmental Protection (NYC DEP)](https://www.nyc.gov/site/dep/index.page) - Flooding 101

   Drisana Hughes; Brooklyn Borough Commissioner (NYC DEP)

   Informational; no Board Action needed

   DEP will present a brief overview of what the DEP does and how the NYC sewer system works, before sharing details about the types of flooding that can occur in NYC, the best ways to mitigate flooding in our homes and communities, and the various tools that the NYC DEP has implemented, such as green infrastructure investments, porous pavement, floodnet sensors, and more."	Snippet
99	agenda_markdowns/2025_04_01_HESS_agenda.md	2025-04-01	"6. PUBLIC DISCUSSION and Q&A:  
   [Reducing Single-Use Plastics & BkSWAB Updates](https://drive.google.com/file/d/1w8K8_ZWcuVx6QooepZMfHon0GbISrGaW/view?usp=drive_link)

   Rhonda Keyser; [Brooklyn Solid Waste Advisory Board (BkSWAB)](https://example.com) Chair and [Cafeteria Culture](https://www.cafeteriaculture.org/rhonda-keyser-bio.html) Program & Policy Director

   Informational; no Board Action needed

   The [Brooklyn Solid Waste Advisory Board (BkSWAB)](https://example.com) is a volunteer citizens' advisory board helping our borough contribute to NYC's 2030 Zero Waste goals.

   [Cafeteria Culture (CafCu)](https://www.cafeteriaculture.org/) is a national environmental education nonprofit that centers school cafeterias as robust student action hubs to address food waste, plastic pollution, and other climate issues. Among its accomplishments, CafCu catalyzed the elimination of styrofoam trays from NYC's public schools in 2015, produced the award-winning film Microplastic Madness in 2019, and initiated [Plastic Free Lunch Day](https://www.cafeteriaculture.org/plastic-free-lunch.html) in 2022."	Snippet
100	agenda_markdowns/2025_04_01_HESS_agenda.md	2025-04-01	"7. PUBLIC REVIEW and COMMITTEE ACTIONS:

   For Recommendation to **NY State Office of Cannabis Management (OCM)**
   
   - a. [56 Jay](https://www.google.com/maps/place/56+Jay+St,+Brooklyn,+NY+11201/@40.703202,-73.9894099,824m/data=!3m2!1e3!4b1!4m6!3m5!1s0x89c25a33b0673691:0x5973630b06beb2a3!8m2!3d40.703202!4d-73.986835!16s%2Fg%2F11dzntdbsl?entry=ttu&g_ep=EgoyMDI1MDMyMy4wIKXMDSoASAFQAw%3D%3D)
   
     The Brooklyn Bazaar  
     [OCM application](https://drive.google.com/file/d/1mlGQiIx8FThK-Pn9F3loYJ03PHHGoQr5/view?usp=drive_link)  

   - b. [19 Greene](https://maps.app.goo.gl/xfpTAHuac4u4RtPy6)

     Green Heights  
     [OCM application](https://drive.google.com/file/d/1brmvCG7FBpCAtFevshkbfOZj4nEN8jF4/view?usp=drive_link)  

   - c. [50 Old Fulton](https://maps.app.goo.gl/1zZQtA6gasDHenp28)
     
     Whitstone LLC  
     [OCM application](https://drive.google.com/file/d/1n-zN8PhFP47xk848VeAZPvheDnMRz92U/view?usp=drive_link)"	Snippet
101	agenda_markdowns/2025_04_01_HESS_agenda.md	2025-04-01	"8. PUBLIC REVIEW and COMMITTEE ACTIONS:

   For Recommendation to the **NY State Liquor Authority (SLA)**

   - d. [507 Myrtle](https://maps.app.goo.gl/YnNcWscmur5zH9Sq9)

     Mariscos El Submarino  
     [LWBC application](https://drive.google.com/file/d/135tBfpd84GUbm-Uarpwgkp1Wa0smoG39/view?usp=drive_link)  

   - e. [154 Carlton](https://maps.app.goo.gl/kNGgJbnqXWjAZsmE6)

     Taqueria Green Valley  
     [LWBC application](https://drive.google.com/file/d/1koq9HjnD-WRcxdpmecHbHWYfEwZGSj4C/view?usp=drive_link)  

   - f. [85 Flatbush](https://maps.app.goo.gl/2PaiMNW7YLoPNMuH7)

     The Tillary Hotel  
     [ALT application](https://drive.google.com/file/d/1bSekrIh0P2ltziCUp1lJSw1z2792Iv8q/view?usp=drive_link)  

   For Recommendation to the **SLA for DOT Dining Out NYC**

   - g. [228 Dekalb](https://maps.app.goo.gl/693dud7wxgAHP3hv5)

     Sailor  
     [SDWLK & RDWY application](https://drive.google.com/file/d/1iFlffBx7lyFgEEPWvSnrog2nFPP8Zgmw/view?usp=drive_link)  

   - h. [197 Adelphi](https://maps.app.goo.gl/3QBEHUZYVSjcMErZ9)

     Rhodora Wine Bar  
     [SDWLK & RDWY application](https://drive.google.com/file/d/19Sq-GMB0IKfp7afpAiTBtPEdDn_4jVzJ/view?usp=drive_link)  

   - i. [190 Dean](https://maps.app.goo.gl/pCbuaHZbbpSs3XmH7)

     Rucola  
     [SDWLK & RDWY application](https://drive.google.com/file/d/1Wwl6Soflg6UijXdWcvQTSJGsg1LYWEy3/view?usp=drive_link)  

   - j. [87 Atlantic](https://maps.app.goo.gl/NYmuXAFb5v4FABoD9)

     Table 87  
     [SDWLK & RDWY application](https://drive.google.com/file/d/1GQHuuVuMIS5PdXpxyVVkENBc6tlvOg9X/view?usp=drive_link)  

   - k. [1 S. Elliott](https://maps.app.goo.gl/hEJYBFJdx22yJjbZ7)

     Café Paulette  
     [SDWLK & RDWY application](https://drive.google.com/file/d/1UuYVigorf3Rj0pBk0lbcMroDeIiefopX/view?usp=drive_link)  

   - l. [136 Dekalb](https://maps.app.goo.gl/ydZv19zfgDyd7NN98)

     Petit Paulette  
     [RDWY application](https://drive.google.com/file/d/1pLsF-6w_i2TqNge7f5n4ZPX5ZCnqh1dp/view?usp=drive_link)  

   - m. [38 Henry](https://maps.app.goo.gl/y9KEhzWzrWP9W68Y7)

     Noodle Pudding  
     [RDWY application](https://drive.google.com/file/d/1SgeNNqoyv22EoReWv_QigzkUCMSY9TE0/view?usp=drive_link)

   Eligible for **Automatic Waiver of Local Review by District Office**

   n. 848 Fulton

      Samyan - [WBC](https://drive.google.com/file/d/1DfTeY5DLY3UdFoPVXVYFT24dEMjw-i2f/view?usp=drive_link) - Early Closure

   o. [445 Albee](https://maps.app.goo.gl/SxnMTupGJZTFx6ZN6)

      Harlem Seafood Soul - [WBC](https://drive.google.com/file/d/1Yqxc_pkR0fnLC4PhJV-O8_7TA3Q5CHR3/view?usp=drive_link) - Umbrella Operator"	Snippet
102	agenda_markdowns/2025_05_06_HESS_agenda.md	2025-05-06	"[Health, Environment & Social Services Committee](https://cbbrooklyn.cityofnewyork.us/cb2/all-committees/health-environment-social-services/)

Committee

Members:

Brandon Smith (Chair), Nicole McKnight (Vice Chair),

Jessica Thurston (Secretary), Emily Anadu, Alvin Browne, Monique Cumberbatch, Kyiesha Kelly, Jeffrey Ryan

The next meeting of the Committee will be held as follows:"	Snippet
